bearingA_x,bearingA_y,bearingB_x,bearingB_y
0.026859197,-0.016173181,0.011131123,0.003407078
0.003850463,0.075133745,-0.00791607,0.004471829
0.076070319,0.059482343,0.027656291,-0.007690377
0.109968981,0.023403527,0.035457564,-0.005363931
0.094547107,0.041508795,0.031125993,0.010952003
0.089040357,-0.011574859,-0.001332211,0.000922563
0.078784965,-0.053862374,0.012906356,-0.010392444
0.007710051,-0.030057314,-0.003418655,-0.012058326
-0.011537378,-0.059473879,-0.040131466,-0.025313051
0.000104876,-0.071917872,-0.050693284,-0.038113501
-0.02264189,0.015494121,-0.011955322,-0.029158783
-0.004820209,0.031454702,0.011377183,0.000412826
0.010632371,-0.000316771,0.008949675,0.036907105
-0.062117863,0.042539869,0.021090979,0.008832087
-0.105554528,0.020815261,0.022282649,-0.014958189
-0.073459772,-0.060294834,0.01690984,0.013915621
-0.123459119,-0.054410727,-0.021876825,0.002542915
-0.108448465,-0.02811782,-0.027959108,-0.048284155
-0.037718929,-0.043330622,-0.038092588,-0.046369462
-0.001917028,0.005946043,-0.029540496,-0.037182309
0.03054588,0.042809254,-0.031512563,-0.036414441
0.094914371,0.012247657,-0.016462766,-0.035585734
0.077795189,0.016715824,-0.009243102,-0.043594115
0.068499041,0.025000632,-0.005551433,-0.006538229
0.088677891,-0.030272717,-0.016270395,0.048056638
0.061655258,-0.018785472,-0.02551965,0.037471355
0.082120195,0.018135783,-0.017258269,0.018823237
0.117872879,-0.001916387,-0.022482455,0.0441065
0.059181632,0.012115741,0.011824462,0.02734759
-0.000748396,0.002715059,0.034019523,0.002432696
0.008818979,-0.059657074,0.056088422,-0.019628054
-0.036091942,-0.034461379,0.032112947,-0.010070007
-0.038316787,0.007343583,0.042251268,0.017231218
0.02915848,-0.05784633,0.042071991,0.021078885
-0.00852651,-0.020894847,0.028947834,0.026756949
-0.077579499,0.039658864,0.027470261,0.015349156
-0.052805654,-0.015330106,0.010182538,-0.012483454
-0.09454099,-0.002545889,-0.015783615,-0.016170848
-0.142424749,0.074385396,-0.042384755,-0.006679386
-0.054869238,-0.004315064,-0.034298831,-0.036425511
0.02165596,-0.034195767,-0.051780057,0.030865722
-0.022992433,0.036503247,-0.047372923,0.093673871
-0.020681848,0.005759806,-0.045380432,0.043540046
0.002204501,-0.016555681,-0.00201425,-0.006112149
-0.052496038,0.070461787,0.005361814,-0.009007546
0.012141727,0.032715484,0.027929731,-0.0252721
0.111546594,-0.053096098,0.046029019,-0.008875106
0.065208639,-0.017717661,0.070083709,-0.013131272
0.06120427,-0.048056813,0.042298054,-0.019599057
0.081823757,-0.108101137,0.020588457,0.043252675
-0.009581795,-0.033054996,0.017291631,0.029562959
-0.014846455,0.013167162,-0.026608586,-0.001374588
0.079935149,-0.019103216,-0.033215607,0.025570314
0.052876106,0.071748543,-0.015361286,-0.001384723
0.026807263,0.103635872,0.012185871,-0.031521048
0.05156367,0.00589565,-0.00471831,0.011453228
-0.027896492,-0.00875241,0.030129825,-0.048188722
-0.072693546,-0.005803151,0.008970707,-0.047993774
-0.030630883,-0.119533935,-0.025136679,0.037752052
-0.062730109,-0.107236002,-0.03081693,-0.012546683
-0.083786399,0.001112875,-0.008414891,-0.080971132
-0.022143639,0.010495392,-0.032281643,-0.036685908
-0.026016042,0.03934364,-0.038525041,-0.026683497
-0.032844768,0.111122259,-0.002820535,-0.020163723
0.006658046,0.043986396,0.012311917,0.0164163
0.026749968,-0.013437169,0.007867871,0.006064492
0.001405069,0.009602598,-0.014601956,0.033630381
0.003972746,-0.040349024,-0.000961333,0.053447157
0.024845689,-0.070154476,-0.006194469,0.023262142
0.02854419,-0.023785044,-0.003424055,0.002101073
0.058655496,-0.012218503,-0.008834093,0.001296938
0.061878169,-0.003989816,0.007266313,-0.009099512
0.035684952,0.02945838,0.045486582,-0.017999541
0.02736838,0.002060955,0.069522883,-0.042736767
0.016281926,-0.001584908,0.02637592,-0.002211445
-0.021451674,0.006960577,0.022032284,0.044308916
0.018374438,-0.040983539,0.044787751,0.013479178
0.02665065,-0.0533898,0.005951976,0.023223385
-0.028320951,-0.005818198,-0.00387579,0.034196629
-0.043545836,-0.027313036,-0.01068022,-0.002023012
-0.063095165,-0.018860522,-0.023049682,0.02234545
-0.099295859,0.046277885,-0.017274983,0.024004749
-0.039666975,0.030703744,-0.008272916,-0.039224601
0.037853127,-0.014383239,-0.018767255,0.010055597
-0.009059139,-0.000856454,-0.008733683,0.063807355
-0.02465924,-0.029473025,0.010229393,0.003350706
0.002781188,-0.063401268,0.005745073,-0.005808537
-0.041849885,0.00950509,-0.011670777,0.019877874
-0.019583186,0.047178397,-0.010609783,-0.019962374
0.062463819,0.01851803,0.034762688,-0.018320098
0.012541595,0.048547073,0.039822407,-0.023818002
-0.008839232,0.067969103,0.00455048,-0.014696844
0.001882561,-0.016701534,-0.017733929,0.044170728
-0.062362378,-0.041315653,-0.00840632,0.020274318
-0.079865316,-0.047395357,-0.054157676,-0.012809382
-0.015164776,-0.094883949,-0.07468159,0.02262052
-0.003614329,-0.065863747,-0.055495819,-0.002472661
0.017782304,0.000573998,-0.026532693,-0.014668613
0.065427537,-0.008497914,-0.005220936,0.020827762
0.027836828,0.027051253,0.007376023,-0.028429395
0.018115527,0.057573263,0.030866544,-0.040354699
0.039641809,-0.024282082,0.022144249,0.012858305
0.021573505,-0.047717948,0.025054777,-0.020747672
0.026613572,0.011028392,0.024480717,-0.043734589
0.05791518,0.018032723,0.027760526,-0.010479856
0.034132219,0.032631148,-0.012457879,-0.020285049
0.012647096,0.072830792,0.001129412,-0.026874481
-0.001705401,0.026527444,-0.022933955,-0.020283231
-0.001332223,-0.019179123,-0.056132286,-0.016139841
0.003432258,-0.036950436,-0.064438541,0.015644406
0.014287104,-0.077555446,-0.051374578,0.02951565
0.045329099,-0.078118762,-0.035759087,-0.005536569
0.072867115,-0.026752435,-0.02525478,0.015113663
0.064885554,0.003966455,0.001089833,0.02045836
0.030275627,0.030816126,0.033132134,-0.003248551
-0.005111083,0.039733805,0.086969824,-0.0148606
-0.033773785,0.025310442,0.068257091,-0.027989193
-0.030151505,0.019208654,0.034849312,0.004154377
-0.058746198,0.002891029,0.007028296,0.023384281
-0.036560167,-0.038657856,0.020470403,-0.015494506
-0.025381029,-0.032698521,-0.013558183,0.00477101
-0.062913409,0.002957903,-0.015834137,0.029330225
-0.049098068,0.001655921,-0.020052295,-0.017937737
-0.029321967,0.012511737,0.003626408,-0.007851619
-0.058289426,0.045167816,0.021393703,0.001966608
-0.038103031,0.028222706,0.039704474,-0.015516325
0.013482897,-0.017579641,0.051195234,0.042996489
-0.020921408,-0.017641828,0.022665623,0.089792833
-0.019973142,-0.012602298,0.022202474,0.041054559
0.02755036,-0.032795281,0.009986651,0.032318411
-0.004116761,0.005390212,-0.010707504,0.018270929
0.017915583,0.038891078,-0.026233329,-0.020639205
0.091192929,0.005886926,0.018807551,-0.036784623
0.038440641,0.027624022,0.015478805,-0.051301078
0.013675646,0.032895564,-0.002079876,-0.00615301
-0.007532827,-0.049031646,-0.007923732,0.041602769
-0.08942056,-0.063500235,0.009693259,-0.002034982
-0.11684356,-0.02389778,-0.025504559,-0.010207485
-0.075227528,-0.043445673,-0.059066264,0.026175988
-0.053369557,-0.000221487,-0.046664022,-0.019329155
-0.027201429,0.058244714,-0.031460667,-0.006884607
0.025144081,0.013765009,-0.034974351,0.014971978
0.04222178,-0.007309447,-0.030599664,-0.028328388
0.063740651,0.002108977,-0.000615157,-0.017535337
0.092434066,-0.067967052,-0.002244316,0.007438513
0.086321223,-0.078306998,0.023873415,-0.044788124
0.051208985,-0.000538923,0.046591544,-0.056929359
0.044825053,0.021458045,0.039443738,-0.024444817
0.039429883,0.02612545,0.013856784,-0.014265742
0.009156022,0.064520358,0.019099741,-0.001782355
-0.010754601,0.037337807,-0.000211974,-0.018031196
0.010346345,-0.020504311,-0.036111826,-0.00184274
-0.003726778,-0.032806739,-0.04753445,0.019154645
-0.014483283,-0.042566273,-0.045934523,0.008624328
0.021492057,-0.051385773,-0.014530096,-0.001449272
0.029534516,-0.029178484,-0.000822345,0.011700875
0.015278373,0.005234349,-0.001108597,0.01746456
-0.007623868,0.023914622,0.010435154,0.041242834
-0.061582919,0.031516463,0.051549343,0.000273941
-0.067238416,0.001988854,0.034787985,-0.038600849
-0.061823147,-0.009064251,-0.017883154,0.021634474
-0.085278202,-0.011070692,-0.025563214,0.013919695
0.008936146,-0.037883728,0.010753846,-0.040541004
0.070728292,-0.028078674,-0.013289093,0.023998312
0.018155427,0.02407137,-0.032347378,0.045351645
0.016671835,0.012125147,-0.013233063,-0.009442863
-0.002138272,0.015768513,0.013375736,0.011810054
-0.055940342,0.05347052,0.02136417,-0.009332628
0.006990193,0.035437582,-0.002212703,-0.015201661
0.067779553,-0.01313491,0.006542114,0.034396718
0.015453386,0.003811087,0.000830362,0.060841367
0.002638144,-0.017326603,0.021049389,0.03331652
0.000101338,-0.064773451,0.004093851,0.029968192
-0.054564187,-0.028154656,-0.030231109,0.01434116
-0.010488668,0.014421839,-0.013141337,-0.008727403
0.057412248,0.003924497,0.063236886,-0.04170641
0.037376532,0.028310525,0.069758344,-0.046422384
0.006561105,0.037679606,0.022043192,0.027462906
-0.022907006,-0.025483091,0.033573441,0.025249469
-0.065590608,-0.044497308,0.043862608,-0.032857963
-0.086585274,-0.043280444,-0.01394221,0.001047044
-0.076194723,-0.057727528,-0.08602335,0.036723344
-0.041623622,-0.022578433,-0.068529712,-0.011250848
-0.008091942,0.037669917,-0.044863265,-0.000606141
0.027648162,0.037742549,-0.041559283,0.004281608
0.046244727,0.058042138,-0.037531952,-0.033902632
0.030045575,0.051690701,0.007882612,-0.030804807
0.0479447,-0.019569302,0.025618646,0.001154772
0.055146489,-0.058449301,0.050142284,-0.012871272
0.054726275,-0.023551508,0.0694326,-0.028306575
0.065815506,-0.028021303,0.039234626,-0.013601303
0.057075978,-0.011772796,0.027576635,0.002467576
-0.010096835,0.036641714,0.040417666,-0.017964654
-0.024580925,0.026520897,-0.004536108,-0.015260373
-0.005745142,-0.010846489,-0.08071115,0.035518102
-0.039090963,-0.008931429,-0.061732348,0.013587167
-0.036383172,-0.030628466,-0.040444778,-0.014307906
0.004542995,-0.056841484,-0.021788384,0.006018384
-0.009099601,-0.022263875,-0.029340689,0.009500298
-0.016618058,0.011904777,-0.021197904,0.01553806
-0.011444808,0.016828841,0.028785667,0.029316229
-0.045292738,0.018211872,0.061911203,-0.025393716
-0.028857476,0.007303941,0.028960956,-0.041498554
-0.017654661,-0.026333831,-0.0336109,0.024745281
-0.004845727,-0.035532965,-0.008881687,-0.003519906
0.065470761,-0.039308945,0.016180926,-0.037555742
0.080492259,-0.016989286,-0.0131319,0.034603612
0.026729398,0.018309724,-0.035573556,0.039367634
0.025089642,0.030522929,0.008441814,-0.00571491
-0.011997119,0.036599628,0.03506291,0.003059152
-0.055738198,0.060406329,0.029923315,0.010632946
-0.021072982,0.01988155,0.023520616,0.017746321
0.023377556,-0.050645713,0.048354085,0.032530719
0.002304737,-0.057066197,0.053664113,0.019064749
-0.019705617,-0.051088856,0.036016407,0.011351882
-0.027955461,-0.062974794,0.011675716,0.009435284
-0.071747557,-0.003740527,-0.034779833,0.008201126
-0.043763132,0.056547447,-0.017706802,-0.001164374
0.001014039,0.039729,0.002148335,-0.034714777
-0.010537302,0.036191833,-0.014371627,-0.033454986
-0.041916169,0.024255176,-0.060456167,0.01913762
-0.058582104,-0.04755844,-0.024011299,0.012901937
-0.074938317,-0.075417022,-0.019596474,-0.012709703
-0.078306325,-0.041940542,-0.059894235,0.02029781
-0.032405377,-0.024092099,-0.088671131,0.017720888
0.044268555,0.010821015,-0.035254629,-0.021446704
0.064179906,0.074743571,0.011437055,-0.019260896
0.061312157,0.091379863,0.001832149,-0.00845701
0.075189123,0.052406254,0.018990392,-0.024925379
0.065719699,0.013182464,0.041738458,-0.027942736
0.072167845,-0.039491,0.039666631,-0.018620914
0.071655343,-0.087940078,0.014178907,-0.004720739
0.054190722,-0.066808518,0.034418774,-0.017025198
0.051597786,-0.008925931,-0.007988681,0.003973336
0.060295473,0.015436757,-0.007806434,0.030830483
0.040669558,0.055250974,-0.003894524,-0.011188499
0.002770141,0.069121022,-0.016379804,-0.020501259
-0.005150388,0.012872558,-0.049487213,0.015762675
-0.020726242,-0.03334334,-0.034315281,-0.009557715
-0.031822427,-0.036375672,-0.019393176,-0.016975374
-0.012707967,-0.053746112,-0.01070058,0.006945633
-0.013966117,-0.04586781,-0.006633291,-0.020192804
-0.024312541,-0.007286148,0.007995906,-0.017171742
-0.047755741,0.003086262,0.034716154,0.005308667
-0.08715712,0.002118512,0.026478333,-0.013246507
-0.090200623,0.018871661,0.027527643,-0.002146357
-0.052807096,0.03418979,-0.013420153,0.044563195
-0.012753018,0.035530363,0.002477434,0.015185971
0.043726372,0.035407476,0.024487056,-0.012953332
0.034300508,0.018540637,0.003487174,0.020874115
0.004483341,-0.006939486,-0.014366309,0.023578348
-0.007858541,-0.037422475,0.023983125,0.004439844
-0.028583701,-0.026431212,0.023835095,0.004096322
-0.016924123,-0.016623564,0.005417427,0.015542953
0.045414124,-0.026453106,0.013449519,0.007253782
0.071656541,-0.026425291,0.018939201,0.010270261
0.036893569,-0.005125342,0.017490051,0.028503283
-0.002286505,-0.008608957,0.022460549,0.024830123
-0.029979331,-0.000207213,0.016277831,0.002549565
-0.05842478,0.041680473,-0.019070029,0.023991458
-0.046443164,0.048634678,-0.004233406,0.015829895
-0.027040107,0.028478643,0.011304027,-0.035933135
-0.072859949,0.024532457,-0.003809648,-0.026039365
-0.086903337,-0.003361478,-0.043487462,0.002313161
-0.102972411,-0.042460359,-0.035421714,-0.011812177
-0.110512771,-0.036347503,-0.016837665,-0.033692635
-0.085249361,-0.048599817,-0.049790481,-0.003531817
-0.010421001,-0.057994186,-0.065266863,0.006039708
0.053154753,-0.027731179,-0.016832053,-0.012455206
0.086343432,0.024156578,0.011380535,-0.010685388
0.114723356,0.036392789,0.001588785,0.00488296
0.125786747,0.037435961,0.03203995,-0.016047597
0.108410786,0.037516514,0.035689648,-0.009925591
0.093029999,0.001386421,0.044497532,0.000882734
0.078009961,-0.060515401,0.045272769,-0.019984287
0.038709431,-0.038859711,0.020617065,-0.030440291
0.018346394,-0.012850519,-0.003247953,-0.015006927
0.023932541,-0.010364171,0.002511484,-0.019432415
0.011617733,0.030368039,-0.003320574,-0.035841008
-0.024395968,0.027289454,-0.036272608,-0.001257667
-0.005026168,-0.0327869,-0.048639886,-0.000214818
-0.019241947,-0.038727609,-0.037193724,-0.007980318
-0.045315375,-0.02862014,-0.002978908,0.000637805
-0.020389425,-0.053742696,-0.008265133,0.012372652
-0.021253077,-0.034805806,-0.029339909,0.029329168
-0.052862439,0.005948149,-0.011128677,0.048042615
-0.064795827,0.023834749,0.010839843,0.027046681
-0.068780815,0.022842546,-0.007483161,0.001234394
-0.054524778,0.040814775,-0.017267222,-0.011887301
-0.031603181,0.055299446,-0.049874456,0.001951403
0.0080763,0.030114023,0.001476889,-0.017573388
0.078434189,-0.012010268,0.05004505,-0.042063906
0.061271976,-0.00629949,0.003299535,0.009921221
0.0353963,-0.022418741,0.005931817,0.034444967
0.017494526,-0.030840896,0.045025479,0.009319391
-0.020935325,-0.001958492,0.035899792,0.011011335
-0.011950746,0.007078348,-0.015985276,0.04635323
0.017788135,-0.0088349,-0.03294641,0.037780292
0.027935062,0.00557308,-0.016608461,0.025006747
0.005886722,-0.00184037,0.008369743,0.020179724
-0.028221203,-0.025247579,-0.006942239,0.017538406
-0.065804574,-0.015585502,-0.010328791,0.009882325
-0.07721881,-0.008134386,0.004393604,0.020524672
-0.025501504,-0.02516307,0.036064992,-0.009378345
0.002103855,-0.007818891,0.044727195,-0.048458768
-0.004705976,0.007951365,0.005773636,-0.033422109
0.008052249,0.008251374,-0.010324335,-0.015965415
-0.037742292,0.035677963,0.021807382,-0.025094899
-0.056059278,0.028505739,0.006246699,-0.016382499
-0.037123113,0.011442588,-0.0711652,0.021910087
-0.021166624,0.022572562,-0.055670059,0.015386905
0.019737011,0.015205601,0.004347992,-0.010529398
0.051405232,-0.015055589,0.008379909,0.001890962
0.029517038,-0.007994194,-0.01212208,0.000773477
0.041146971,-0.020577557,0.004750318,-0.02527152
0.064189136,-0.041505079,0.014281691,0.004093256
0.046821919,-0.058437502,0.030683197,0.012447171
0.046449814,-0.060420447,0.023965357,-0.030429861
0.043506262,-0.024226753,-0.007997671,-0.025122703
0.032127092,0.006116102,0.011973745,-0.000527391
0.017454783,0.026411713,0.033751535,-0.025650907
-0.019733682,0.073248499,0.021796342,-0.025671726
-0.059030476,0.077692909,-0.020692752,-0.004956924
-0.039379808,0.047599137,-0.032977173,0.004692558
-0.051201881,0.017497884,-0.020653948,0.020458846
-0.059557338,-0.017496049,-0.011818696,0.018360868
-0.018657215,-0.063007368,-0.067299025,-0.001056574
0.012039303,-0.071255871,-0.080084805,0.019596911
0.026347765,-0.059025423,-0.033081755,0.009439203
0.034535515,-0.044631281,-0.015407691,-0.018018661
0.0191094,-0.029116563,-0.003586915,-0.017300388
0.004381313,0.016898937,0.00496218,-0.000647724
0.010428901,0.04650078,0.031774088,0.017718022
0.031373448,0.028679316,0.09507116,-0.000385627
0.057479601,0.023170363,0.096865713,-0.007232938
0.043834928,0.032904931,0.040807995,0.031072595
0.048086001,-0.004032734,0.073387732,0.020234769
0.02373116,-0.024957259,0.04777455,-0.013837475
-0.035532826,0.008947667,0.000785145,-0.006917032
-0.067874123,0.002602464,-0.046847508,0.000662345
-0.049912453,-0.014322177,-0.056635372,0.012991505
-0.074276817,-0.00382413,-0.032556111,0.030029298
-0.127892269,-0.00985382,-0.017680769,0.035659927
-0.135933876,-0.047901235,-0.021942294,0.014743274
-0.136516588,-0.0384637,-0.007851662,0.01259399
-0.122260822,-0.040094994,0.003757587,0.010604553
-0.035625468,-0.038599651,0.000183292,0.003656172
0.015588651,0.005661643,0.020728729,-0.02278911
0.04965368,0.057415997,-0.025684563,-0.002892474
0.104598762,0.053190531,-0.023656574,0.014590403
0.083369307,0.060089533,0.006087421,-0.028338772
0.051682716,0.041374579,-0.001725339,-0.050695612
0.058204458,-0.004283391,-0.057567983,-0.012852263
0.058818084,-0.013573344,-0.020901951,-0.010871104
0.070824632,-0.002922552,0.017712222,-0.024261526
0.082034568,-0.001130722,0.00457703,0.01088788
0.051505894,0.007697224,-0.007211906,-5.75E-05
